global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	aroma_motion_01	aroma_motion_02	aroma_motion_04	aroma_motion_05	aroma_motion_06	aroma_motion_07	aroma_motion_08	aroma_motion_10	aroma_motion_12	aroma_motion_13	aroma_motion_23	aroma_motion_26	aroma_motion_28	aroma_motion_34	aroma_motion_37	aroma_motion_38	aroma_motion_39	aroma_motion_40	aroma_motion_43	aroma_motion_44	aroma_motion_47	aroma_motion_52	aroma_motion_54	aroma_motion_56	aroma_motion_57
4238.535619840046	n/a	n/a	17965184.20065284	3835.8538224417716	n/a	n/a	14713774.54714115	4439.3720140258065	n/a	n/a	19708023.878915545	4330.930347723012	2994.4823207744953	n/a	n/a	n/a	n/a	-0.009653399699999999	-0.059683343300000004	0.0410689325	-0.0136571145	0.0079853622	0.09853886320000001	0.09678007599999999	-0.0273812543	-0.0633489672	-0.0610911821	0.0215167561	-0.07181406139999999	0.0726969968	-0.0028150541999999996	0.06046175860000001	-0.0445925383	0.0262263459	-0.0087310954	0.019670321799999998	-0.041258109700000004	0.1575195476	0.0913756791	-0.0040998676	0.120299274	-0.0298703345	0.0163593915	-0.0210570706	0.0824414467	-0.0297658144	0.0926977607	-0.009177624399999999	0.0800897329	-0.06311751360000001	0.0679950575	-0.1310730315	0.0406327074	-0.0601378921	-0.028453965499999997	-0.0271236581	0.0111310399	0.005035697800000001	-0.0187139248	0.0327518178	-0.0685807273	0.009378438499999999	-0.0766552429	0.022036683799999998	-0.0188818509	-0.08227320839999999	0.0017605773999999999	-0.0317843857	0.0196976541	-0.0383317471	0.0149995095	-0.0969141106	0.1441522422	-0.0561726274	0.0225279667	-0.0352369763	0.0085549513	-0.0118661346	0.07755631519999999	-0.1581966015	0.0507638754	-0.11084510689999999	0.0387670519	-0.1043282245	0.0357672108	-0.0329965446	0.0750108386	-0.025219945	-0.017893405600000002	0.0004081882	0.0053812428	-0.0090831239	0.0894409536	0.08943565710000001	0.08942682980000001	0.0894144721	0.08939858449999999	0.0893791676	-0.021243900000000003	n/a	0.0004513032872100002	n/a	-0.0465439	n/a	0.0021663346272100003	n/a	-0.0326778	n/a	n/a	0.00106783861284	-0.0008683019999999999	n/a	n/a	7.539483632039998e-07	0.0007567869999999998	n/a	5.727265633689997e-07	n/a	-0.000422245	n/a	1.78290840025e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.563191112	-1.543416739	0.5359218776	-1.842319125	-0.2832110224	1.543336116	1.448858388	-1.319710091	-0.9552878029	0.9121625662	-0.947301274	0.08698643157	1.347329269	0.1338791735	0.4636526181	-1.025854541	2.227281046	-1.05806258	-0.8833744577	-0.5260908517	1.398706311	1.14141056	1.528916873	-1.47910098	0.5061540017
4242.587180925445	4.051561085399044	16.415147228719874	17999545.987752914	3828.5795447679707	-7.274277673800952	52.915115675558994	14658021.330615722	4440.6814248853025	1.3094108594959837	1.7145567989660102	19719651.51732136	4332.320061168675	3007.7477693862743	1.206292	11.845503	0.0213231	0.0116245	-0.0012289851	0.0924961525	0.0357019317	0.0193965801	-0.0793251921	0.0202589848	-0.0932417349	-0.0014903234	0.0170404636	-0.049249378200000006	0.0066579249	-0.0487074754	-0.1180429066	-0.1418890234	-0.112862239	-0.021211595	0.0954520733	-0.0317212133	0.0755685011	0.011362443500000001	-0.0376181528	0.0230697191	-0.0645590024	-0.1427740422	0.019624434399999998	0.0132122712	0.10204481369999999	-0.0187437018	0.0403174688	-0.0392877584	0.0430543186	-0.0273406924	0.0563925267	0.1240340013	-0.0058477278	-0.0567788086	-0.0659412234	0.0276470323	-0.072401795	-0.044901499000000004	0.07342738139999999	0.0040380638	-0.0665479836	-0.046685774699999995	0.0031547349	-0.0156052927	-0.06791962929999999	0.1598377618	0.1067224157	0.0206253565	-0.0941271251	0.004480866599999999	-0.1215759659	-0.0115825741	0.013894728200000001	-0.0553471	0.0714261712	-0.06575188900000001	0.12184732890000001	0.0343208786	0.0442670848	-0.0879400114	-0.0800585332	-0.0481242787	0.0380300835	0.0501897705	0.072323862	0.028383723	0.0516620333	-0.0207154292	0.0320087753	0.0922151935	-0.0065351365	-0.0207659075	0.0870848074	0.08942682980000001	0.0893791676	0.08929974939999999	0.0891886034	0.0890457691	0.0888712973	-0.0259555	-0.004711599999999996	0.00067368798025	2.2199174559999968e-05	-0.048794800000000006	-0.002250900000000007	0.0023809325070400012	5.066550810000032e-06	-0.032673400000000005	4.399999999994686e-06	1.935999999995324e-11	0.0010675510675600005	-0.000908366	-4.0064000000000144e-05	1.605124096000011e-09	8.251287899560001e-07	0.000608817	-0.00014796999999999976	3.70658139489e-07	2.1895120899999933e-08	-0.000521335	-9.909000000000004e-05	2.717901822250001e-07	9.818828100000008e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.366545477	-1.600322631	0.3239638175	-2.068980036	0.209309845	1.671338843	2.556955499	-1.709501405	-2.126121009	1.300592131	-1.581744093	-1.160716968	1.670306904	0.4113196983	-2.31051052	-0.3840653498	2.784598906	1.381731748	-0.8271874793	-0.3266213274	-0.6155212178	0.4941283211	-0.5865649264	-0.7911451719	0.2366386307
4246.213269736124	3.6260888106789935	13.148520062931395	18030327.132083144	3819.7345218308037	-8.845022937166961	78.23443075900963	14590371.817266	4432.790949056655	-7.8904758286471415	62.25960880246478	19649635.598038606	4324.470278761261	3028.8287490355046	1.166367	11.453443	0.07478187	0.0375585	0.0335927314	-0.0541190492	0.010330830400000001	-0.0110710321	-0.0086696322	0.030017713999999997	0.1082556092	-0.0139385375	0.0793352322	0.028479502099999998	0.0151683329	-0.0556149687	0.0048922146	-0.0236853384	-0.04963339730000002	-0.0402633909	-0.0124847691	-0.0304753154	0.0845795567	0.007313004699999999	0.0534314715	-0.0894495755	-0.0990440244	-0.035174336699999996	0.0399493864	-0.018057994299999998	0.0174153844	-0.1518648185	0.009674779	-0.0377813849	-0.029893319100000006	-0.0284253685	0.05912301320000001	0.055393999400000005	-0.026935720099999998	-0.039119534	-0.0395389701	0.0221596815	0.06863864089999999	0.0086031493	-0.1481829412	-0.0441987201	-0.0239370138	0.024137340499999996	0.0153533097	-0.0622781175	0.0037218590999999997	0.0209603161	0.0228960923	0.0532232042	0.0071625794	-0.018663089299999998	-0.0733188811	-0.0103582648	-0.0629494359	-0.0825958164	-0.0697803612	-0.0014198117999999998	0.1100971536	0.0246508646	-0.050499772000000005	-0.0857025101	0.0185884888	0.0347804766	0.022155573199999997	0.1326929356	0.0794942156	0.0202962548	-0.030624271499999998	-0.0290485581	-0.0135618479	-0.049871647000000005	0.0200301793	0.12305323970000001	-0.032235581400000005	0.08939858449999999	0.0892662243	0.0890457691	0.0887374365	0.0883415308	0.0878584426	-0.00901213	0.01694337	8.12184871369e-05	0.0002870777869569	-0.0263418	0.022453000000000004	0.0006938904272400001	0.0005041372090000002	-0.051445500000000005	-0.018772099999999996	0.00035239173841000005	0.0026466394702500005	-0.000576098	0.00033226800000000004	1.1040202382400002e-07	3.318889056040001e-07	0.000608817	0.0	3.70658139489e-07	0.0	-0.000521335	0.0	2.717901822250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.558193032	-1.572973804	0.5356782383	-1.686960904	0.5638310789	2.027328138	0.8255586895	-1.52097755	-0.9870991223	1.215006123	-2.289872057	0.06654500755	1.759582293	-0.8464239386	-0.7898178598	-1.359771439	2.68422375	-0.8143454323	-1.425174459	-0.3531342195	0.05849441165	-0.2037443062	1.033959917	-1.578376004	0.990067831
4250.116300712472	3.9030309763484174	15.233650802335287	18063488.56958187	3835.4828526756014	15.748330844797692	248.00992439720642	14710928.713168567	4438.053708067566	5.262759010910487	27.696632406919516	19696320.71569227	4330.273031917087	3084.739879253213	1.066875	10.476459	0.03396992	0.0191788	0.0853514865	0.06358969610000001	0.020993093199999997	-0.0636664051	-0.049974608200000006	0.042838414299999995	-0.0928546259	-0.057245274699999994	-0.0739855931	-0.0404353527	0.10285345060000001	-0.0851802361	0.051624530700000004	-0.0181212459	0.09472075390000001	-0.0093078195	0.0938421672	0.047846750099999995	-0.0212290847	0.0014580501	-0.11684130460000001	0.0995682209	0.0452383732	-0.0746587673	0.1333980398	0.0374683795	0.0126867198	-0.0026922026	-0.0480984555	0.0749851377	0.0154965554	-0.022006632	-0.1971460532	0.0176622403	0.0163986456	-0.058357412000000004	0.0037974045	-0.0244143963	-0.057147127199999995	-0.055272206100000006	-0.061753831900000014	0.0182762292	0.09385664769999999	-0.0441952926	0.0836476092	-0.0691673637	-0.0183411475	0.0139229734	-0.1187562333	-0.0469615401	-0.0894463389	-0.0177421626	0.0306972164	0.0075788814	0.1302670958	0.0059979662	0.1366367474	0.057791174699999996	0.0480108236	-0.032494768	0.083118683	0.0013746960000000001	0.0174914214	0.0562009895	-0.0995466845	0.0241224085	-0.0578757062	-0.14220100970000002	-0.0203214767	-0.0595038921	0.0629926076	0.014464771299999997	-0.107675114	-0.0104453646	0.0288356315	0.08935622210000001	0.08909689859999999	0.08866525	0.08806211119999999	0.08728864880000001	0.08634635869999999	-0.0204298	-0.01141767	0.00041737672804	0.00013036318822890006	-0.0362026	-0.0098608	0.00131062824676	9.723537664e-05	-0.0516029	-0.00015739999999999504	2.477475999999844e-08	0.0026628592884099995	-0.000405749	0.00017034900000000006	2.9018781801000018e-08	1.64632251001e-07	0.000608817	0.0	3.70658139489e-07	0.0	-0.000601667	-8.033199999999991e-05	3.6200317888899996e-07	6.453230223999985e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.428040612	-1.602970167	1.570343425	-1.440447021	0.7971999561	1.45380595	1.499267899	-1.18536306	-1.969724561	2.003203605	-0.707867212	-1.043230405	2.075956329	-1.152023303	-2.321899694	-0.07351610951	2.131952696	0.6705616932	-1.676710405	-0.2016716069	-0.1977603364	0.9369846043	-1.153681098	-1.3526203	-0.3104427721
4249.056680437477	-1.0596202749957229	1.1227951271820114	18054482.67357035	3825.5116350213066	-9.971217654294831	99.42518150932095	14634539.26968339	4431.1361990693795	-6.9175089981863485	47.85193073998911	19634968.014703028	4322.273085842052	3080.0062015489684	1.127326	11.070075	0.0357837	0.022096900000000003	0.0832930413	-0.0302920115	-0.0533630171	-0.049804774100000004	-0.051657192000000005	0.0501616652	0.07165886910000001	0.021017315699999997	0.0948401381	0.0425421939	-0.0509434407	-0.0844859157	0.05632692650000001	0.015567802700000001	-0.10644278800000001	0.02391715	-0.0954474357	0.0051437868	-0.0198075165	0.012364928700000001	0.011316972600000001	-0.0413442387	-0.0012562922999999999	-0.0028586902	-0.06172803230000001	-0.0973759268	-0.113899553	-0.018721194	0.043023455999999995	-0.0357906002	0.0683226715	-0.09456473929999999	0.0074929705000000004	-0.0637240557	0.0452759532	0.06897062309999999	0.0343097805	-0.08111433950000001	-0.1107093784	-0.0663777862	-0.09787258480000001	-0.0062955802	0.0209242738	0.0356912053	-0.0379736271	-0.0980478526	0.038975831600000004	-0.0011997785	0.0730809491	0.046505943200000004	0.0495452339	-0.0290578203	0.062366932800000004	-0.0140233963	-0.032112140899999995	-0.026306961400000002	-0.005347615	-0.046368741399999996	-0.0134159085	0.0703214228	-0.1366721006	0.0486948187	0.0499601707	-0.024288742599999996	0.0102265575	-0.0963990698	0.0716316804	-0.0641161527	0.0242876288	0.0083068501	-0.0191628971	-0.055540535499999995	-0.0071027773999999995	-0.1003617042	-0.09011564720000001	0.08929974939999999	0.0888712973	0.08815873269999999	0.08716433330000001	0.08589127839999999	0.0843436376	-0.0175132	0.002916600000000002	0.00030671217424000003	8.50655556000001e-06	-0.0263465	0.009856100000000005	0.0006941380622499999	9.714270721000006e-05	-0.0326085	0.0189944	0.0003607872313600001	0.00106331427225	-0.000405749	0.0	0.0	1.64632251001e-07	0.000608817	0.0	3.70658139489e-07	0.0	-0.000521335	8.033199999999991e-05	2.717901822250001e-07	6.453230223999985e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.491045055	-1.516898778	1.496775386	-1.600266528	0.4970040386	2.406814537	1.639725516	-1.118504749	-1.299554107	0.3793658187	-2.202653472	-0.10018878	2.996830938	-0.2732933919	-0.8722489268	-1.87852563	2.527620745	-0.7327113445	-1.888764968	0.3739056642	-1.038632297	-0.9552371949	0.8658843109	-1.78784692	0.5213162163
4240.238171362602	-8.818509074874784	77.76610230364889	17979619.749880467	3816.0657023802632	-9.445932641043328	89.2256434591278	14562357.444882972	4436.348988554984	5.212789485604843	27.173174221232408	19681192.348252837	4327.879040650877	3068.306493731028	1.150362	11.296284000000002	0.031262800000000014	0.0235295	0.0691611459	0.0344833659	-0.0016864928	-0.0721110264	0.0255173412	-0.0124818952	-0.0979134806	-0.0253108167	-0.0592383462	-0.0200690961	0.080108148	-0.0245032383	0.0337237498	0.05655105780000001	0.025269002000000002	0.036886779	-0.0056302781	0.0676822671	-0.0608002639	0.0391701891	0.0845129666	0.053285938399999996	0.1547577878	-0.10409171060000001	0.089733118	-0.0021645781	-0.0505549941	-0.008833805699999999	0.0512942482	-0.0045031316	-0.0590212928	0.0486589778	-0.039735489900000004	0.0747139659	-0.0435762966	-0.111602561	0.0459612051	-0.041315957599999995	0.007901915	-0.0650625562	0.052271863700000004	-0.036669224900000005	-0.0158885667	-0.0253435316	0.0780357537	-0.0301117781	-0.0034213157	-0.0339188172	-0.033770559	-0.0607280144	-0.0229869175	-0.0468064863	0.09807576230000001	0.0022425311	-0.054135548	0.0010811657	0.1868178544	0.1295820452	-0.0065109279	-0.028729944900000002	-0.0921430317	0.0231088125	-0.0622205269	-0.006108025600000001	0.021752694700000002	0.058509478899999995	-0.0749916711	-0.011942201299999998	-0.0020023577	-0.04669531440000002	0.1165077147	0.039075523	-0.08573546119999999	0.0110610269	0.007839450100000001	0.0892291752	0.0885895631	0.08752693689999999	0.0860463708	0.0841549343	0.0818616591	-0.016483999999999995	0.0010292000000000042	0.00027172225599999986	1.0592526400000092e-06	-0.0181413	0.008205200000000001	0.00032910676569000003	6.732530703999999e-05	-0.0546369	-0.022028400000000004	0.0004852504065600001	0.0029851908416100004	-0.000405749	0.0	0.0	1.64632251001e-07	0.000608817	0.0	3.70658139489e-07	0.0	-0.000521335	0.0	2.717901822250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.257589886	-1.492477127	1.763261742	-1.233607609	0.1384140597	1.986086782	0.5808441719	-0.6798038581	-2.601280028	2.136827197	-1.012274248	-0.8092531301	1.713354712	-1.839809409	-2.110587567	-0.4415804719	2.309341285	0.4294602804	-2.040489965	-0.4648103699	0.02303714931	0.9936027016	-0.1241233614	-1.043965195	-0.01099731644
4239.957524531181	-0.2806468314211088	0.07876264398670826	17977239.80982858	3821.522943568533	5.457241188269564	29.7814813869458	14604037.608220706	4432.397210126876	-3.9517784281079	15.616552744858947	19646145.02834052	4323.791044656021	3056.359563682481	1.194415	11.728868	0.0413525	0.0260039	0.0630236768	-0.0170870827	-0.0485342837	-0.0050216646000000005	-0.0700758324	-0.0089851451	0.0687496716	0.052660472199999996	0.1194750514	0.0225034202	-0.034120330899999995	-0.0600639247	0.0022652119	-0.0571445308	-0.1480216017	0.038604692999999995	-0.049383933399999996	0.0057406874	-0.0243917367	-0.0027329077000000004	-0.0426508396	0.0274590332	-0.0655432215	-0.095019609	-0.0791080302	-0.1191107835	-0.0134276304	-0.10072452	0.118172606	-0.0780604829	0.0018065916	0.0022840509	0.1016171163	-0.0217647454	-0.08399127699999999	0.1097265608	0.0639321596	0.1117238844	0.1536864187	0.0421162204	-0.0785315774	0.0134053706	-0.0665074968	0.0154679877	-0.0444133113	-0.0636082189	0.0299373828	0.0785957189	0.10502479	0.030350111699999998	0.037656610099999994	-0.0342894941	0.0251623721	-0.0382119231	0.017103291899999998	-0.0173100862	0.0403138974	-0.10380653890000001	0.0668828461	0.0971868885	-0.10630978519999999	-0.0684753721	0.0232747767	-0.0088510312	0.15073297859999998	0.0273358083	0.1151736693	0.0669276927	-0.095333956	0.0055096358	-0.1306465722	-0.1791756602	-0.0019508239	0.08228568559999999	0.0228336081	0.0891445106	0.0882518737	0.0867707607	0.0847110477	0.0820864692	0.0789145263	-0.0276029	-0.011118900000000004	0.0007619200884099999	0.0001236299372100001	-0.0263465	-0.008205200000000001	0.0006941380622499999	6.732530703999999e-05	-0.0326085	0.022028400000000004	0.0004852504065600001	0.00106331427225	-0.000405749	0.0	0.0	1.64632251001e-07	0.000608817	0.0	3.70658139489e-07	0.0	-0.000521335	0.0	2.717901822250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.397320428	-1.295453631	1.550808344	-1.806145478	0.7618616611	2.028948415	2.691772339	-0.3427381766	-1.397401423	0.6869119916	-1.857224951	-0.2474225697	2.018209586	0.1987007927	-0.926047071	-1.450779773	2.715706748	-0.4972957329	-1.273912433	-1.254928545	-0.9962962417	-0.7756470389	0.8435513539	-2.008517005	1.196640288
4232.543390454193	-7.414134076987466	54.96938411154678	17914423.552077476	3814.6962823068025	-6.826661261730352	46.60330398240983	14551907.72624534	4436.04734005928	3.650129932403616	13.32344852342882	19678516.00324701	4327.098142944582	3035.2798094222503	1.228827	12.066793	0.02294135000000001	0.014779	0.04031473	0.0058360076	0.01526001	-0.0297626575	0.0439677578	-0.0206152305	-0.1719791128	-0.0157222579	-0.0163290688	-0.0173132203	0.0237530377	-0.02848284	0.025073327000000003	0.0736697573	0.0064713475	-0.023634577400000002	0.0760629478	-0.0459270204	-0.11733981800000001	0.0240617157	0.0086533932	0.0408950027	0.0589697575	-0.0284634074	-0.0187103918	0.0330736711	-0.034520467400000004	0.0329654829	-0.0097850949	0.0475616825	-0.034593761	-0.0714508965	0.09934368310000001	0.0453313346	-0.0045056758	0.0298623327	-0.121264471	0.0020600925	-0.0387069316	0.023820936400000003	-0.1081906233	0.0711401582	-0.1068406302	-0.022741311299999997	0.0329658702	-0.0320053833	0.000535985	-0.052404668	0.0167508334	-0.0507312441	-0.08105102110000001	0.056325232300000014	0.08874646359999999	0.062549102	0.0094016047	0.006341288299999999	0.0567402762	0.022096578999999998	-0.0458162096	-0.05778512280000001	-0.022767894599999998	0.0170495462	-0.0394719585	0.0357655628	0.0288985994	0.0379245	0.0291094337	-0.0157088445	0.1030120781	0.0528731264	-0.08807076970000001	0.0315106032	0.1333474748	0.09972633800000001	-0.025029347200000003	0.0890457691	0.0878584426	0.08589127839999999	0.0831617371	0.0796940463	0.0755189855	-0.016483999999999995	0.011118900000000004	0.00027172225599999986	0.0001236299372100001	-0.0263466	-1.0000000000287557e-07	0.0006941433315600001	1.0000000000575113e-14	-0.0413193	-0.008710800000000005	7.587803664000008e-05	0.0017072845524900002	-0.000343518	6.223100000000001e-05	3.872697361e-09	1.1800461632400003e-07	0.000608817	0.0	3.70658139489e-07	0.0	-0.000521335	0.0	2.717901822250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.421332869	-1.467991319	1.578488234	-1.607440342	0.8491129598	1.998372632	0.3326744025	-0.9190116171	-2.578081056	1.73569669	-1.375844539	-0.0787354796	1.702139168	-1.866000112	-2.055562863	-0.6426738161	2.467714531	0.356903788	-1.499598438	0.9569699821	0.4510454856	1.055849018	0.4205862063	-1.24072366	-0.0137315602
4229.878459999096	-2.6649304550974198	7.101854330505739	17891871.786364324	3827.8825712678963	13.186288961093853	173.87821656546555	14652684.97941652	4429.721616748244	-6.3257233110362	40.01477540778678	19622433.601886675	4321.03796635855	2997.400891023546	1.2194060000000002	11.974274	0.04417055	0.0267452	0.0126107645	0.0117678647	-0.013679563999999998	0.0008956975	-0.088584515	0.0035621832	0.0095898928	0.0451396201	-0.0071114212	0.0608567574	0.0941116924	-0.0383483336	0.0646100974	-0.0045138231	0.022723680899999998	0.0472739475	-0.052862023099999995	0.0270360167	-0.0738009967	-0.019264321299999998	-0.0502900805	0.0842119719	0.05769411150000001	0.0426943034	-0.0857952582	-0.0056627513	0.09590466859999999	0.06524097849999999	0.0341696826	0.0102920507	-0.0020342483	0.0634820359	0.117737755	0.0077262864	-0.0641803594	-0.0147491373	0.0015732234	-0.0606431824	0.0462169875	-0.1413000141	0.0633603628	-0.0073279041	-0.0636901471	0.0539078581	0.0764534721	-0.0645226595	0.05216480849999999	0.0165791212	-0.0541893736	-0.0332990387	0.0486608717	0.0015671735999999998	0.0837925296	-0.0473775233	0.055638513	0.0480883173	0.039424521000000004	-0.0192441418	-0.083765063	0.057297417999999996	0.0444454216	-0.0139983839	-0.098735461	0.0085871941	0.0773483322	-0.0087117884	0.0288291512	0.1289885439	0.0080106413	0.12667967019999998	0.013738397	-0.024285591699999998	-0.0925155302	0.0150932578	0.1252544854	0.08893296630000001	0.0874095183	0.0848897399	0.0814023527	0.07698710730000001	0.0716943307	-0.016483999999999995	0.0	0.00027172225599999986	0.0	-0.044606	-0.018259400000000002	0.001989695236	0.00033340568836	-0.0235248	0.017794500000000005	0.0003166442302500001	0.00055341621504	-0.000505851	-0.00016233299999999994	2.635200288899999e-08	2.5588523420100004e-07	0.000608817	0.0	3.70658139489e-07	0.0	-0.000521335	0.0	2.717901822250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.618639874	-1.521929886	1.457209449	-1.788187375	0.5194736333	1.074544764	2.585255787	-1.054554236	-0.4855052499	1.276149272	-0.8329032977	-0.7366479906	2.645435909	0.739820522	-1.51845807	-1.467094252	1.747678867	-0.5927799693	-1.387339073	-0.9537753101	-0.7739690135	-0.4597576012	-0.01475582762	-2.299572553	0.2829748857
4221.995489430716	-7.882970568380188	62.14122498194826	17825245.912773307	3818.5929977844935	-9.28957348340282	86.29617550354078	14581652.482728764	4432.039313212633	2.3176964643889733	5.371716901041147	19642972.473862305	4322.881435234624	2983.1033585271166	1.291152	12.678803	0.04231086	0.0280425	-0.0472872778	-0.028391060099999997	-0.040905292200000005	0.006654024000000001	0.05727426240000001	0.0048717088	-0.1309656784	0.037642238599999996	0.0100741936	0.0399792586	-0.0107169677	-0.0396281894	0.0023580301	0.0357420833	0.0244076471	-0.0590953571	0.0024346426999999997	-0.0763014973	-0.1405945645	0.08661051880000001	0.0028294275	-0.0230098161	0.030095496	0.0232818538	-0.0940286991	0.12026836210000001	0.0103534455	-0.0736233678	-0.0677893938	0.0755894466	0.0198117178	0.0624783613	-0.0578925146	-0.0766886529	-0.006998749499999999	0.005461891700000001	-0.023920385899999997	0.0068110194999999995	0.0387417	-0.093675904	-0.08461487050000001	0.0264777439	0.062206787300000004	0.035935592999999995	-0.0032368382	-0.0433353363	-4.5148299999999996e-05	-0.0264574054	0.0191871823	0.0005631358	-0.0158747524	0.1134986326	0.1007357154	0.1355228436	-0.021052977599999998	0.0018639019	-0.009844209	-0.0563316191	-0.1326342472	-0.0767325673	0.028544504	-0.11212471759999999	0.0507052611	0.0597311027	-0.08560475869999999	-0.0151097386	-0.076451959	0.0049743289	-0.0321160659	-0.0327101724	-0.022622048399999997	0.0267022118	-0.07766669059999999	0.0254513015	-0.025551921800000002	0.08880611990000001	0.0869053842	0.08376756839999999	0.0794373389	0.0739763355	0.0674622944	-0.013018900000000005	0.0034650999999999896	0.00016949175721000013	1.2006918009999933e-05	-0.0437547	0.0008513000000000062	0.0019144737720899997	7.247116900000106e-07	0.0013758100000000005	0.02490061	0.0006200403783721	1.8928531561000012e-06	-0.000481982	2.3868999999999984e-05	5.697291609999993e-10	2.3230664832399999e-07	0.000608817	0.0	3.70658139489e-07	0.0	-0.000283327	0.0002380080000000001	8.0274188929e-08	5.664780806400002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.326142731	-1.540548777	0.5985314164	-2.459584482	-0.2893910275	1.971976132	1.275673352	-1.448183302	-2.329244983	0.6096533828	-1.485626306	2.398762785	1.998271445	0.6613672872	-0.1207029936	-0.1767598662	1.929981363	0.02479208658	-1.578259453	1.07680248	0.9740247855	0.4537040993	0.3042392874	-0.5704556113	0.3448507466
